date,day,week,month,product,division,service,usage_value,usage_unit
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,Lambda,38372.0,requests
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,Athena,0.0153,TB
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,S3,27.29,GB
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,Redshift,2.24,hours
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,Lambda,15883.0,requests
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,Glue,0.68,DPU_hours
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,EC2,5.2,hours
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,Redshift,3.02,hours
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,CloudWatch,15.86,GB
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,Glue,2.82,DPU_hours
2025-02-06,Thursday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,Athena,0.0063,TB
2025-02-07,Friday,Week 6,Month 2,Customer App,Product Engineering,CloudWatch,5.82,GB
2025-02-07,Friday,Week 6,Month 2,Customer App,Product Engineering,S3,5.93,GB
2025-02-07,Friday,Week 6,Month 2,Customer App,Product Engineering,Athena,0.0011,TB
2025-02-07,Friday,Week 6,Month 2,Customer App,Data Engineering,Lambda,39185.0,requests
2025-02-07,Friday,Week 6,Month 2,Customer App,Data Engineering,EC2,5.26,hours
2025-02-07,Friday,Week 6,Month 2,Customer App,Data Engineering,S3,27.44,GB
2025-02-07,Friday,Week 6,Month 2,Customer App,AI Engineering,EC2,4.27,hours
2025-02-07,Friday,Week 6,Month 2,Customer App,AI Engineering,Lambda,22563.0,requests
2025-02-07,Friday,Week 6,Month 2,Customer App,AI Engineering,CloudWatch,49.7,GB
2025-02-07,Friday,Week 6,Month 2,Customer App,Platform / Cloud Operations,Glue,1.68,DPU_hours
2025-02-07,Friday,Week 6,Month 2,Customer App,Platform / Cloud Operations,Lambda,40620.0,requests
2025-02-07,Friday,Week 6,Month 2,Customer App,Platform / Cloud Operations,S3,44.79,GB
2025-02-07,Friday,Week 6,Month 2,Customer App,Business Analytics,CloudWatch,30.42,GB
2025-02-07,Friday,Week 6,Month 2,Customer App,Business Analytics,EC2,3.3,hours
2025-02-07,Friday,Week 6,Month 2,Customer App,Business Analytics,S3,15.7,GB
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Product Engineering,S3,40.43,GB
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Product Engineering,EC2,5.23,hours
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Product Engineering,Lambda,12991.0,requests
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Data Engineering,EC2,5.57,hours
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Data Engineering,S3,23.75,GB
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Data Engineering,Glue,2.51,DPU_hours
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,AI Engineering,Bedrock,16332.0,tokens
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,AI Engineering,Athena,0.0141,TB
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,AI Engineering,Redshift,4.02,hours
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,Bedrock,16031.0,tokens
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,EC2,7.23,hours
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,Athena,0.0025,TB
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Business Analytics,S3,9.52,GB
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Business Analytics,Redshift,2.06,hours
2025-02-07,Friday,Week 6,Month 2,Analytics Platform,Business Analytics,CloudWatch,48.57,GB
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Product Engineering,Glue,3.85,DPU_hours
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Product Engineering,Redshift,7.09,hours
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Product Engineering,Athena,0.0144,TB
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Data Engineering,Glue,0.55,DPU_hours
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Data Engineering,S3,36.76,GB
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Data Engineering,Lambda,40367.0,requests
2025-02-07,Friday,Week 6,Month 2,AI Assistant,AI Engineering,Athena,0.0045,TB
2025-02-07,Friday,Week 6,Month 2,AI Assistant,AI Engineering,Redshift,7.06,hours
2025-02-07,Friday,Week 6,Month 2,AI Assistant,AI Engineering,Bedrock,46027.0,tokens
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,CloudWatch,21.89,GB
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,Bedrock,79191.0,tokens
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,EC2,5.79,hours
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Business Analytics,Bedrock,80406.0,tokens
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Business Analytics,Athena,0.0088,TB
2025-02-07,Friday,Week 6,Month 2,AI Assistant,Business Analytics,Lambda,41962.0,requests
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Product Engineering,Bedrock,79146.0,tokens
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Product Engineering,Redshift,4.27,hours
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Product Engineering,S3,23.48,GB
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Data Engineering,Athena,0.0165,TB
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Data Engineering,Bedrock,67276.0,tokens
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Data Engineering,Redshift,5.89,hours
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,AI Engineering,Athena,0.0046,TB
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,AI Engineering,Glue,1.32,DPU_hours
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,AI Engineering,EC2,1.42,hours
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Platform / Cloud Operations,S3,9.64,GB
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Platform / Cloud Operations,CloudWatch,39.55,GB
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Platform / Cloud Operations,Bedrock,63042.0,tokens
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Business Analytics,Glue,3.39,DPU_hours
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Business Analytics,Bedrock,44701.0,tokens
2025-02-07,Friday,Week 6,Month 2,Internal Data Platform,Business Analytics,EC2,7.56,hours
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Product Engineering,EC2,2.18,hours
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Product Engineering,CloudWatch,20.73,GB
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Product Engineering,Athena,0.0198,TB
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,Redshift,1.25,hours
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,EC2,7.08,hours
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,Bedrock,12878.0,tokens
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,Glue,3.18,DPU_hours
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,Athena,0.0135,TB
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,Lambda,16107.0,requests
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,S3,36.55,GB
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,Lambda,20728.0,requests
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,Athena,0.0114,TB
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,S3,47.62,GB
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,Redshift,5.9,hours
2025-02-07,Friday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,Glue,3.01,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Customer App,Product Engineering,S3,46.4,GB
2025-02-08,Saturday,Week 6,Month 2,Customer App,Product Engineering,Redshift,1.24,hours
2025-02-08,Saturday,Week 6,Month 2,Customer App,Product Engineering,CloudWatch,38.02,GB
2025-02-08,Saturday,Week 6,Month 2,Customer App,Data Engineering,EC2,1.52,hours
2025-02-08,Saturday,Week 6,Month 2,Customer App,Data Engineering,S3,43.72,GB
2025-02-08,Saturday,Week 6,Month 2,Customer App,Data Engineering,Bedrock,74534.0,tokens
2025-02-08,Saturday,Week 6,Month 2,Customer App,AI Engineering,Bedrock,10843.0,tokens
2025-02-08,Saturday,Week 6,Month 2,Customer App,AI Engineering,S3,18.38,GB
2025-02-08,Saturday,Week 6,Month 2,Customer App,AI Engineering,Glue,3.39,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Customer App,Platform / Cloud Operations,Athena,0.0019,TB
2025-02-08,Saturday,Week 6,Month 2,Customer App,Platform / Cloud Operations,Glue,3.89,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Customer App,Platform / Cloud Operations,CloudWatch,15.6,GB
2025-02-08,Saturday,Week 6,Month 2,Customer App,Business Analytics,Redshift,6.24,hours
2025-02-08,Saturday,Week 6,Month 2,Customer App,Business Analytics,CloudWatch,14.08,GB
2025-02-08,Saturday,Week 6,Month 2,Customer App,Business Analytics,Glue,1.73,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Product Engineering,S3,42.37,GB
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Product Engineering,CloudWatch,9.55,GB
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Product Engineering,Lambda,22243.0,requests
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Data Engineering,Glue,2.99,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Data Engineering,Bedrock,44170.0,tokens
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Data Engineering,CloudWatch,14.55,GB
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,AI Engineering,Glue,0.72,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,AI Engineering,CloudWatch,35.33,GB
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,AI Engineering,Athena,0.0017,TB
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,EC2,6.12,hours
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,Glue,3.94,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,Lambda,48319.0,requests
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Business Analytics,Bedrock,38385.0,tokens
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Business Analytics,Athena,0.0171,TB
2025-02-08,Saturday,Week 6,Month 2,Analytics Platform,Business Analytics,S3,38.59,GB
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Product Engineering,Redshift,4.56,hours
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Product Engineering,Bedrock,34132.0,tokens
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Product Engineering,Athena,0.0167,TB
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Data Engineering,Redshift,5.27,hours
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Data Engineering,S3,33.76,GB
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Data Engineering,Lambda,37015.0,requests
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,AI Engineering,CloudWatch,30.2,GB
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,AI Engineering,Bedrock,77790.0,tokens
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,AI Engineering,Athena,0.018,TB
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,Glue,3.55,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,CloudWatch,23.94,GB
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,Athena,0.012,TB
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Business Analytics,Glue,2.55,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Business Analytics,S3,38.53,GB
2025-02-08,Saturday,Week 6,Month 2,AI Assistant,Business Analytics,Lambda,47772.0,requests
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Product Engineering,Athena,0.0076,TB
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Product Engineering,Glue,0.66,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Product Engineering,S3,10.16,GB
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Data Engineering,Glue,4.36,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Data Engineering,Lambda,30017.0,requests
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Data Engineering,EC2,4.07,hours
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,AI Engineering,S3,25.0,GB
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,AI Engineering,CloudWatch,38.82,GB
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,AI Engineering,Athena,0.0024,TB
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Platform / Cloud Operations,Lambda,22987.0,requests
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Platform / Cloud Operations,Bedrock,42639.0,tokens
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Platform / Cloud Operations,Redshift,4.13,hours
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Business Analytics,Lambda,33914.0,requests
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Business Analytics,Redshift,2.61,hours
2025-02-08,Saturday,Week 6,Month 2,Internal Data Platform,Business Analytics,Glue,2.9,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Product Engineering,Redshift,4.1,hours
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Product Engineering,CloudWatch,8.98,GB
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Product Engineering,Glue,1.42,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,Redshift,4.77,hours
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,Athena,0.0184,TB
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,EC2,3.27,hours
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,CloudWatch,9.4,GB
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,Glue,3.14,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,Athena,0.0148,TB
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,Glue,3.21,DPU_hours
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,Lambda,37985.0,requests
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,S3,14.9,GB
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,S3,20.37,GB
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,Bedrock,94638.0,tokens
2025-02-08,Saturday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,CloudWatch,19.29,GB
2025-02-09,Sunday,Week 6,Month 2,Customer App,Product Engineering,S3,7.05,GB
2025-02-09,Sunday,Week 6,Month 2,Customer App,Product Engineering,CloudWatch,48.39,GB
2025-02-09,Sunday,Week 6,Month 2,Customer App,Product Engineering,Lambda,26088.0,requests
2025-02-09,Sunday,Week 6,Month 2,Customer App,Data Engineering,Redshift,3.41,hours
2025-02-09,Sunday,Week 6,Month 2,Customer App,Data Engineering,Glue,4.19,DPU_hours
2025-02-09,Sunday,Week 6,Month 2,Customer App,Data Engineering,CloudWatch,41.95,GB
2025-02-09,Sunday,Week 6,Month 2,Customer App,AI Engineering,Bedrock,59684.0,tokens
2025-02-09,Sunday,Week 6,Month 2,Customer App,AI Engineering,Lambda,6020.0,requests
2025-02-09,Sunday,Week 6,Month 2,Customer App,AI Engineering,EC2,7.67,hours
2025-02-09,Sunday,Week 6,Month 2,Customer App,Platform / Cloud Operations,CloudWatch,13.37,GB
2025-02-09,Sunday,Week 6,Month 2,Customer App,Platform / Cloud Operations,S3,27.8,GB
2025-02-09,Sunday,Week 6,Month 2,Customer App,Platform / Cloud Operations,Bedrock,10740.0,tokens
2025-02-09,Sunday,Week 6,Month 2,Customer App,Business Analytics,S3,23.9,GB
2025-02-09,Sunday,Week 6,Month 2,Customer App,Business Analytics,Athena,0.0185,TB
2025-02-09,Sunday,Week 6,Month 2,Customer App,Business Analytics,EC2,4.95,hours
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Product Engineering,EC2,7.91,hours
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Product Engineering,Redshift,2.46,hours
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Product Engineering,Athena,0.0118,TB
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Data Engineering,Lambda,7123.0,requests
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Data Engineering,EC2,1.38,hours
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Data Engineering,Athena,0.0176,TB
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,AI Engineering,Redshift,5.67,hours
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,AI Engineering,Athena,0.0065,TB
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,AI Engineering,CloudWatch,19.28,GB
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,EC2,4.11,hours
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,S3,28.12,GB
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,Lambda,24035.0,requests
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Business Analytics,Bedrock,22761.0,tokens
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Business Analytics,CloudWatch,33.97,GB
2025-02-09,Sunday,Week 6,Month 2,Analytics Platform,Business Analytics,Redshift,6.14,hours
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Product Engineering,Lambda,27029.0,requests
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Product Engineering,Bedrock,27703.0,tokens
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Product Engineering,CloudWatch,20.82,GB
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Data Engineering,EC2,7.12,hours
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Data Engineering,S3,15.89,GB
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Data Engineering,Athena,0.0051,TB
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,AI Engineering,Lambda,3274.0,requests
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,AI Engineering,S3,45.39,GB
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,AI Engineering,Bedrock,9687.0,tokens
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,Athena,0.0046,TB
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,Lambda,34519.0,requests
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,Bedrock,68986.0,tokens
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Business Analytics,S3,20.38,GB
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Business Analytics,CloudWatch,17.13,GB
2025-02-09,Sunday,Week 6,Month 2,AI Assistant,Business Analytics,Glue,4.54,DPU_hours
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Product Engineering,EC2,3.53,hours
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Product Engineering,Bedrock,84193.0,tokens
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Product Engineering,Lambda,39808.0,requests
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Data Engineering,S3,31.36,GB
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Data Engineering,EC2,2.74,hours
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Data Engineering,Bedrock,17853.0,tokens
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,AI Engineering,Athena,0.0154,TB
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,AI Engineering,Lambda,10286.0,requests
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,AI Engineering,Bedrock,41214.0,tokens
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Platform / Cloud Operations,EC2,6.12,hours
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Platform / Cloud Operations,S3,5.12,GB
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Platform / Cloud Operations,Lambda,38101.0,requests
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Business Analytics,Glue,4.05,DPU_hours
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Business Analytics,Bedrock,32711.0,tokens
2025-02-09,Sunday,Week 6,Month 2,Internal Data Platform,Business Analytics,Athena,0.0073,TB
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Product Engineering,Bedrock,33101.0,tokens
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Product Engineering,Redshift,5.83,hours
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Product Engineering,Lambda,21280.0,requests
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,Glue,3.46,DPU_hours
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,Lambda,31955.0,requests
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Data Engineering,Athena,0.0041,TB
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,Redshift,3.55,hours
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,Bedrock,62389.0,tokens
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,AI Engineering,Athena,0.0094,TB
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,Lambda,41386.0,requests
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,CloudWatch,5.41,GB
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Platform / Cloud Operations,EC2,2.45,hours
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,Bedrock,47234.0,tokens
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,Athena,0.0135,TB
2025-02-09,Sunday,Week 6,Month 2,Innovation Lab Projects,Business Analytics,EC2,7.87,hours
2025-02-10,Monday,Week 6,Month 2,Customer App,Product Engineering,Lambda,25822.0,requests
2025-02-10,Monday,Week 6,Month 2,Customer App,Product Engineering,Athena,0.0085,TB
2025-02-10,Monday,Week 6,Month 2,Customer App,Product Engineering,Redshift,1.04,hours
2025-02-10,Monday,Week 6,Month 2,Customer App,Data Engineering,Lambda,37773.0,requests
2025-02-10,Monday,Week 6,Month 2,Customer App,Data Engineering,CloudWatch,34.61,GB
2025-02-10,Monday,Week 6,Month 2,Customer App,Data Engineering,Athena,0.0126,TB
2025-02-10,Monday,Week 6,Month 2,Customer App,AI Engineering,Athena,0.0037,TB
2025-02-10,Monday,Week 6,Month 2,Customer App,AI Engineering,EC2,7.78,hours
2025-02-10,Monday,Week 6,Month 2,Customer App,AI Engineering,Glue,4.49,DPU_hours
2025-02-10,Monday,Week 6,Month 2,Customer App,Platform / Cloud Operations,Athena,0.0199,TB
2025-02-10,Monday,Week 6,Month 2,Customer App,Platform / Cloud Operations,S3,39.06,GB
2025-02-10,Monday,Week 6,Month 2,Customer App,Platform / Cloud Operations,EC2,6.87,hours
2025-02-10,Monday,Week 6,Month 2,Customer App,Business Analytics,Lambda,27102.0,requests
2025-02-10,Monday,Week 6,Month 2,Customer App,Business Analytics,Redshift,5.47,hours
2025-02-10,Monday,Week 6,Month 2,Customer App,Business Analytics,EC2,1.54,hours
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Product Engineering,Redshift,4.6,hours
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Product Engineering,Lambda,10498.0,requests
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Product Engineering,Athena,0.0066,TB
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Data Engineering,Glue,4.92,DPU_hours
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Data Engineering,Lambda,42432.0,requests
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Data Engineering,Athena,0.0155,TB
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,AI Engineering,Lambda,10767.0,requests
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,AI Engineering,Redshift,7.08,hours
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,AI Engineering,Glue,2.38,DPU_hours
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,S3,9.15,GB
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,Lambda,17646.0,requests
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Platform / Cloud Operations,EC2,7.34,hours
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Business Analytics,Glue,1.98,DPU_hours
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Business Analytics,CloudWatch,37.86,GB
2025-02-10,Monday,Week 6,Month 2,Analytics Platform,Business Analytics,Lambda,28703.0,requests
2025-02-10,Monday,Week 6,Month 2,AI Assistant,Product Engineering,Redshift,6.21,hours
2025-02-10,Monday,Week 6,Month 2,AI Assistant,Product Engineering,Athena,0.0063,TB
2025-02-10,Monday,Week 6,Month 2,AI Assistant,Product Engineering,Glue,4.38,DPU_hours
2025-02-10,Monday,Week 6,Month 2,AI Assistant,Data Engineering,Athena,0.0021,TB
2025-02-10,Monday,Week 6,Month 2,AI Assistant,Data Engineering,Redshift,4.52,hours
2025-02-10,Monday,Week 6,Month 2,AI Assistant,Data Engineering,Lambda,43883.0,requests
2025-02-10,Monday,Week 6,Month 2,AI Assistant,AI Engineering,EC2,4.01,hours
2025-02-10,Monday,Week 6,Month 2,AI Assistant,AI Engineering,Lambda,24082.0,requests
2025-02-10,Monday,Week 6,Month 2,AI Assistant,AI Engineering,Redshift,2.81,hours
2025-02-10,Monday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,CloudWatch,22.74,GB
2025-02-10,Monday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,Glue,2.16,DPU_hours
2025-02-10,Monday,Week 6,Month 2,AI Assistant,Platform / Cloud Operations,EC2,4.72,hours
