Date;Day;Week;Month;Product;Division;Actual Cost ($);Target Overage vs Budget %;Allocated Budget ($);Variance ($);Variance %
2025-02-12;Wednesday;Week 7;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$8,98;12,50%;$7,98;$1,00;12,50%
2025-02-12;Wednesday;Week 7;Month 2;Innovation Lab Projects;Product Engineering;$196,69;11,50%;$176,40;$20,29;11,50%
2025-02-12;Wednesday;Week 7;Month 2;Internal Data Platform;AI Engineering;$50,73;8,00%;$46,97;$3,76;8,00%
2025-02-12;Wednesday;Week 7;Month 2;Internal Data Platform;Business Analytics;$0,27;6,00%;$0,26;$0,02;6,00%
2025-02-12;Wednesday;Week 7;Month 2;Internal Data Platform;Data Engineering;$104,12;7,00%;$97,31;$6,81;7,00%
2025-02-12;Wednesday;Week 7;Month 2;Internal Data Platform;Platform / Cloud Operations;$13,52;7,50%;$12,58;$0,94;7,50%
2025-02-12;Wednesday;Week 7;Month 2;Internal Data Platform;Product Engineering;$2,74;6,50%;$2,57;$0,17;6,50%
2025-02-13;Thursday;Week 7;Month 2;AI Assistant;AI Engineering;$24,28;11,00%;$21,88;$2,41;11,00%
2025-02-13;Thursday;Week 7;Month 2;AI Assistant;Business Analytics;$192,74;9,00%;$176,83;$15,91;9,00%
2025-02-13;Thursday;Week 7;Month 2;AI Assistant;Data Engineering;$79,12;10,00%;$71,93;$7,19;10,00%
2025-02-13;Thursday;Week 7;Month 2;AI Assistant;Platform / Cloud Operations;$13,91;10,50%;$12,59;$1,32;10,50%
2025-02-13;Thursday;Week 7;Month 2;AI Assistant;Product Engineering;$17,94;9,50%;$16,39;$1,56;9,50%
2025-02-13;Thursday;Week 7;Month 2;Analytics Platform;AI Engineering;$4,99;6,50%;$4,69;$0,30;6,50%
2025-02-13;Thursday;Week 7;Month 2;Analytics Platform;Business Analytics;$211,49;4,50%;$202,39;$9,11;4,50%
2025-02-13;Thursday;Week 7;Month 2;Analytics Platform;Data Engineering;$1,80;5,50%;$1,71;$0,09;5,50%
2025-02-13;Thursday;Week 7;Month 2;Analytics Platform;Platform / Cloud Operations;$5,74;6,00%;$5,42;$0,33;6,00%
2025-02-13;Thursday;Week 7;Month 2;Analytics Platform;Product Engineering;$9,23;5,00%;$8,79;$0,44;5,00%
2025-02-13;Thursday;Week 7;Month 2;Customer App;AI Engineering;$8,65;5,00%;$8,23;$0,41;5,00%
2025-02-13;Thursday;Week 7;Month 2;Customer App;Business Analytics;$6,68;3,00%;$6,49;$0,19;3,00%
2025-02-13;Thursday;Week 7;Month 2;Customer App;Data Engineering;$1,16;4,00%;$1,12;$0,04;4,00%
2025-02-13;Thursday;Week 7;Month 2;Customer App;Platform / Cloud Operations;$6,48;4,50%;$6,20;$0,28;4,50%
2025-02-13;Thursday;Week 7;Month 2;Customer App;Product Engineering;$136,48;3,50%;$131,86;$4,62;3,50%
2025-02-13;Thursday;Week 7;Month 2;Innovation Lab Projects;AI Engineering;$82,71;13,00%;$73,20;$9,52;13,00%
2025-02-13;Thursday;Week 7;Month 2;Innovation Lab Projects;Business Analytics;$2,16;11,00%;$1,95;$0,21;11,00%
2025-02-13;Thursday;Week 7;Month 2;Innovation Lab Projects;Data Engineering;$5,74;12,00%;$5,12;$0,61;12,00%
2025-02-13;Thursday;Week 7;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$2,40;12,50%;$2,14;$0,27;12,50%
2025-02-13;Thursday;Week 7;Month 2;Innovation Lab Projects;Product Engineering;$14,18;11,50%;$12,71;$1,46;11,50%
2025-02-13;Thursday;Week 7;Month 2;Internal Data Platform;AI Engineering;$26,74;8,00%;$24,76;$1,98;8,00%
2025-02-13;Thursday;Week 7;Month 2;Internal Data Platform;Business Analytics;$7,97;6,00%;$7,52;$0,45;6,00%
2025-02-13;Thursday;Week 7;Month 2;Internal Data Platform;Data Engineering;$10,24;7,00%;$9,57;$0,67;7,00%
2025-02-13;Thursday;Week 7;Month 2;Internal Data Platform;Platform / Cloud Operations;$20,71;7,50%;$19,27;$1,45;7,50%
2025-02-13;Thursday;Week 7;Month 2;Internal Data Platform;Product Engineering;$55,96;6,50%;$52,54;$3,42;6,50%
2025-02-14;Friday;Week 7;Month 2;AI Assistant;AI Engineering;$51,68;11,00%;$46,55;$5,12;11,00%
2025-02-14;Friday;Week 7;Month 2;AI Assistant;Business Analytics;$2,69;9,00%;$2,47;$0,22;9,00%
2025-02-14;Friday;Week 7;Month 2;AI Assistant;Data Engineering;$1,06;10,00%;$0,96;$0,10;10,00%
2025-02-14;Friday;Week 7;Month 2;AI Assistant;Platform / Cloud Operations;$196,35;10,50%;$177,69;$18,66;10,50%
2025-02-14;Friday;Week 7;Month 2;AI Assistant;Product Engineering;$9,16;9,50%;$8,37;$0,80;9,50%
2025-02-14;Friday;Week 7;Month 2;Analytics Platform;AI Engineering;$1,02;6,50%;$0,96;$0,06;6,50%
2025-02-14;Friday;Week 7;Month 2;Analytics Platform;Business Analytics;$41,40;4,50%;$39,62;$1,78;4,50%
2025-02-14;Friday;Week 7;Month 2;Analytics Platform;Data Engineering;$5,41;5,50%;$5,13;$0,28;5,50%
2025-02-14;Friday;Week 7;Month 2;Analytics Platform;Platform / Cloud Operations;$13,38;6,00%;$12,62;$0,76;6,00%
2025-02-14;Friday;Week 7;Month 2;Analytics Platform;Product Engineering;$2,64;5,00%;$2,51;$0,13;5,00%
2025-02-14;Friday;Week 7;Month 2;Customer App;AI Engineering;$166,11;5,00%;$158,20;$7,91;5,00%
2025-02-14;Friday;Week 7;Month 2;Customer App;Business Analytics;$20,28;3,00%;$19,69;$0,59;3,00%
2025-02-14;Friday;Week 7;Month 2;Customer App;Data Engineering;$20,95;4,00%;$20,14;$0,81;4,00%
2025-02-14;Friday;Week 7;Month 2;Customer App;Platform / Cloud Operations;$6,69;4,50%;$6,41;$0,29;4,50%
2025-02-14;Friday;Week 7;Month 2;Customer App;Product Engineering;$184,68;3,50%;$178,44;$6,25;3,50%
2025-02-14;Friday;Week 7;Month 2;Innovation Lab Projects;AI Engineering;$199,02;13,00%;$176,12;$22,90;13,00%
2025-02-14;Friday;Week 7;Month 2;Innovation Lab Projects;Business Analytics;$1,40;11,00%;$1,26;$0,14;11,00%
2025-02-14;Friday;Week 7;Month 2;Innovation Lab Projects;Data Engineering;$149,28;12,00%;$133,28;$15,99;12,00%
2025-02-14;Friday;Week 7;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$2,72;12,50%;$2,41;$0,30;12,50%
2025-02-14;Friday;Week 7;Month 2;Innovation Lab Projects;Product Engineering;$2,45;11,50%;$2,20;$0,25;11,50%
2025-02-14;Friday;Week 7;Month 2;Internal Data Platform;AI Engineering;$1,66;8,00%;$1,54;$0,12;8,00%
2025-02-14;Friday;Week 7;Month 2;Internal Data Platform;Business Analytics;$24,53;6,00%;$23,14;$1,39;6,00%
2025-02-14;Friday;Week 7;Month 2;Internal Data Platform;Data Engineering;$1,91;7,00%;$1,79;$0,13;7,00%
2025-02-14;Friday;Week 7;Month 2;Internal Data Platform;Platform / Cloud Operations;$2,10;7,50%;$1,95;$0,15;7,50%
2025-02-14;Friday;Week 7;Month 2;Internal Data Platform;Product Engineering;$175,21;6,50%;$164,52;$10,69;6,50%
2025-02-15;Saturday;Week 7;Month 2;AI Assistant;AI Engineering;$185,48;11,00%;$167,10;$18,38;11,00%
2025-02-15;Saturday;Week 7;Month 2;AI Assistant;Business Analytics;$1,16;9,00%;$1,07;$0,10;9,00%
2025-02-15;Saturday;Week 7;Month 2;AI Assistant;Data Engineering;$7,76;10,00%;$7,06;$0,71;10,00%
2025-02-15;Saturday;Week 7;Month 2;AI Assistant;Platform / Cloud Operations;$1,67;10,50%;$1,51;$0,16;10,50%
2025-02-15;Saturday;Week 7;Month 2;AI Assistant;Product Engineering;$1,01;9,50%;$0,92;$0,09;9,50%
2025-02-15;Saturday;Week 7;Month 2;Analytics Platform;AI Engineering;$8,71;6,50%;$8,18;$0,53;6,50%
2025-02-15;Saturday;Week 7;Month 2;Analytics Platform;Business Analytics;$17,87;4,50%;$17,10;$0,77;4,50%
2025-02-15;Saturday;Week 7;Month 2;Analytics Platform;Data Engineering;$187,54;5,50%;$177,76;$9,78;5,50%
2025-02-15;Saturday;Week 7;Month 2;Analytics Platform;Platform / Cloud Operations;$15,35;6,00%;$14,48;$0,87;6,00%
2025-02-15;Saturday;Week 7;Month 2;Analytics Platform;Product Engineering;$7,35;5,00%;$7,00;$0,35;5,00%
2025-02-15;Saturday;Week 7;Month 2;Customer App;AI Engineering;$5,77;5,00%;$5,49;$0,27;5,00%
2025-02-15;Saturday;Week 7;Month 2;Customer App;Business Analytics;$6,95;3,00%;$6,75;$0,20;3,00%
2025-02-15;Saturday;Week 7;Month 2;Customer App;Data Engineering;$29,15;4,00%;$28,02;$1,12;4,00%
2025-02-15;Saturday;Week 7;Month 2;Customer App;Platform / Cloud Operations;$2,68;4,50%;$2,57;$0,12;4,50%
2025-02-15;Saturday;Week 7;Month 2;Customer App;Product Engineering;$4,39;3,50%;$4,24;$0,15;3,50%
2025-02-15;Saturday;Week 7;Month 2;Innovation Lab Projects;AI Engineering;$1,58;13,00%;$1,40;$0,18;13,00%
2025-02-15;Saturday;Week 7;Month 2;Innovation Lab Projects;Business Analytics;$158,30;11,00%;$142,62;$15,69;11,00%
2025-02-15;Saturday;Week 7;Month 2;Innovation Lab Projects;Data Engineering;$27,72;12,00%;$24,75;$2,97;12,00%
2025-02-15;Saturday;Week 7;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$22,28;12,50%;$19,81;$2,48;12,50%
2025-02-15;Saturday;Week 7;Month 2;Innovation Lab Projects;Product Engineering;$99,36;11,50%;$89,11;$10,25;11,50%
2025-02-15;Saturday;Week 7;Month 2;Internal Data Platform;AI Engineering;$10,22;8,00%;$9,46;$0,76;8,00%
2025-02-15;Saturday;Week 7;Month 2;Internal Data Platform;Business Analytics;$51,11;6,00%;$48,22;$2,89;6,00%
2025-02-15;Saturday;Week 7;Month 2;Internal Data Platform;Data Engineering;$10,34;7,00%;$9,66;$0,68;7,00%
2025-02-15;Saturday;Week 7;Month 2;Internal Data Platform;Platform / Cloud Operations;$208,54;7,50%;$193,99;$14,55;7,50%
2025-02-15;Saturday;Week 7;Month 2;Internal Data Platform;Product Engineering;$4,49;6,50%;$4,22;$0,27;6,50%
2025-02-16;Sunday;Week 7;Month 2;AI Assistant;AI Engineering;$3,82;11,00%;$3,44;$0,38;11,00%
2025-02-16;Sunday;Week 7;Month 2;AI Assistant;Business Analytics;$1,05;9,00%;$0,96;$0,09;9,00%
2025-02-16;Sunday;Week 7;Month 2;AI Assistant;Data Engineering;$93,35;10,00%;$84,86;$8,49;10,00%
2025-02-16;Sunday;Week 7;Month 2;AI Assistant;Platform / Cloud Operations;$12,49;10,50%;$11,31;$1,19;10,50%
2025-02-16;Sunday;Week 7;Month 2;AI Assistant;Product Engineering;$4,14;9,50%;$3,78;$0,36;9,50%
2025-02-16;Sunday;Week 7;Month 2;Analytics Platform;AI Engineering;$4,36;6,50%;$4,10;$0,27;6,50%
2025-02-16;Sunday;Week 7;Month 2;Analytics Platform;Business Analytics;$4,28;4,50%;$4,10;$0,18;4,50%
2025-02-16;Sunday;Week 7;Month 2;Analytics Platform;Data Engineering;$15,78;5,50%;$14,96;$0,82;5,50%
2025-02-16;Sunday;Week 7;Month 2;Analytics Platform;Platform / Cloud Operations;$165,10;6,00%;$155,75;$9,35;6,00%
2025-02-16;Sunday;Week 7;Month 2;Analytics Platform;Product Engineering;$2,69;5,00%;$2,56;$0,13;5,00%
2025-02-16;Sunday;Week 7;Month 2;Customer App;AI Engineering;$2,94;5,00%;$2,80;$0,14;5,00%
2025-02-16;Sunday;Week 7;Month 2;Customer App;Business Analytics;$2,49;3,00%;$2,41;$0,07;3,00%
2025-02-16;Sunday;Week 7;Month 2;Customer App;Data Engineering;$25,80;4,00%;$24,81;$0,99;4,00%
2025-02-16;Sunday;Week 7;Month 2;Customer App;Platform / Cloud Operations;$169,32;4,50%;$162,02;$7,29;4,50%
2025-02-16;Sunday;Week 7;Month 2;Customer App;Product Engineering;$26,91;3,50%;$26,00;$0,91;3,50%
2025-02-16;Sunday;Week 7;Month 2;Innovation Lab Projects;AI Engineering;$142,15;13,00%;$125,79;$16,35;13,00%
2025-02-16;Sunday;Week 7;Month 2;Innovation Lab Projects;Business Analytics;$5,96;11,00%;$5,37;$0,59;11,00%
2025-02-16;Sunday;Week 7;Month 2;Innovation Lab Projects;Data Engineering;$106,40;12,00%;$95,00;$11,40;12,00%
2025-02-16;Sunday;Week 7;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$205,58;12,50%;$182,74;$22,84;12,50%
2025-02-16;Sunday;Week 7;Month 2;Innovation Lab Projects;Product Engineering;$4,54;11,50%;$4,07;$0,47;11,50%
2025-02-16;Sunday;Week 7;Month 2;Internal Data Platform;AI Engineering;$21,87;8,00%;$20,25;$1,62;8,00%
2025-02-16;Sunday;Week 7;Month 2;Internal Data Platform;Business Analytics;$0,90;6,00%;$0,85;$0,05;6,00%
2025-02-16;Sunday;Week 7;Month 2;Internal Data Platform;Data Engineering;$6,68;7,00%;$6,24;$0,44;7,00%
2025-02-16;Sunday;Week 7;Month 2;Internal Data Platform;Platform / Cloud Operations;$1,14;7,50%;$1,06;$0,08;7,50%
2025-02-16;Sunday;Week 7;Month 2;Internal Data Platform;Product Engineering;$55,74;6,50%;$52,33;$3,40;6,50%
2025-02-17;Monday;Week 8;Month 2;AI Assistant;AI Engineering;$28,08;11,00%;$25,30;$2,78;11,00%
2025-02-17;Monday;Week 8;Month 2;AI Assistant;Business Analytics;$97,74;9,00%;$89,67;$8,07;9,00%
2025-02-17;Monday;Week 8;Month 2;AI Assistant;Data Engineering;$129,39;10,00%;$117,62;$11,76;10,00%
2025-02-17;Monday;Week 8;Month 2;AI Assistant;Platform / Cloud Operations;$29,65;10,50%;$26,83;$2,82;10,50%
2025-02-17;Monday;Week 8;Month 2;AI Assistant;Product Engineering;$4,61;9,50%;$4,21;$0,40;9,50%
2025-02-17;Monday;Week 8;Month 2;Analytics Platform;AI Engineering;$177,95;6,50%;$167,08;$10,86;6,50%
2025-02-17;Monday;Week 8;Month 2;Analytics Platform;Business Analytics;$68,33;4,50%;$65,39;$2,94;4,50%
2025-02-17;Monday;Week 8;Month 2;Analytics Platform;Data Engineering;$19,48;5,50%;$18,46;$1,02;5,50%
2025-02-17;Monday;Week 8;Month 2;Analytics Platform;Platform / Cloud Operations;$57,14;6,00%;$53,91;$3,23;6,00%
2025-02-17;Monday;Week 8;Month 2;Analytics Platform;Product Engineering;$160,49;5,00%;$152,84;$7,64;5,00%
2025-02-17;Monday;Week 8;Month 2;Customer App;AI Engineering;$2,33;5,00%;$2,21;$0,11;5,00%
2025-02-17;Monday;Week 8;Month 2;Customer App;Business Analytics;$155,06;3,00%;$150,54;$4,52;3,00%
2025-02-17;Monday;Week 8;Month 2;Customer App;Data Engineering;$77,67;4,00%;$74,68;$2,99;4,00%
2025-02-17;Monday;Week 8;Month 2;Customer App;Platform / Cloud Operations;$161,58;4,50%;$154,63;$6,96;4,50%
2025-02-17;Monday;Week 8;Month 2;Customer App;Product Engineering;$37,72;3,50%;$36,45;$1,28;3,50%
2025-02-17;Monday;Week 8;Month 2;Innovation Lab Projects;AI Engineering;$0,87;13,00%;$0,77;$0,10;13,00%
2025-02-17;Monday;Week 8;Month 2;Innovation Lab Projects;Business Analytics;$7,49;11,00%;$6,75;$0,74;11,00%
2025-02-17;Monday;Week 8;Month 2;Innovation Lab Projects;Data Engineering;$1,74;12,00%;$1,56;$0,19;12,00%
2025-02-17;Monday;Week 8;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$11,77;12,50%;$10,47;$1,31;12,50%
2025-02-17;Monday;Week 8;Month 2;Innovation Lab Projects;Product Engineering;$2,71;11,50%;$2,43;$0,28;11,50%
2025-02-17;Monday;Week 8;Month 2;Internal Data Platform;AI Engineering;$168,18;8,00%;$155,72;$12,46;8,00%
2025-02-17;Monday;Week 8;Month 2;Internal Data Platform;Business Analytics;$1,22;6,00%;$1,15;$0,07;6,00%
2025-02-17;Monday;Week 8;Month 2;Internal Data Platform;Data Engineering;$9,26;7,00%;$8,65;$0,61;7,00%
2025-02-17;Monday;Week 8;Month 2;Internal Data Platform;Platform / Cloud Operations;$101,46;7,50%;$94,38;$7,08;7,50%
2025-02-17;Monday;Week 8;Month 2;Internal Data Platform;Product Engineering;$16,27;6,50%;$15,27;$0,99;6,50%
2025-02-18;Tuesday;Week 8;Month 2;AI Assistant;AI Engineering;$102,26;11,00%;$92,13;$10,13;11,00%
2025-02-18;Tuesday;Week 8;Month 2;AI Assistant;Business Analytics;$2,08;9,00%;$1,91;$0,17;9,00%
2025-02-18;Tuesday;Week 8;Month 2;AI Assistant;Data Engineering;$22,79;10,00%;$20,72;$2,07;10,00%
2025-02-18;Tuesday;Week 8;Month 2;AI Assistant;Platform / Cloud Operations;$21,53;10,50%;$19,49;$2,05;10,50%
2025-02-18;Tuesday;Week 8;Month 2;AI Assistant;Product Engineering;$26,07;9,50%;$23,81;$2,26;9,50%
2025-02-18;Tuesday;Week 8;Month 2;Analytics Platform;AI Engineering;$2,10;6,50%;$1,97;$0,13;6,50%
2025-02-18;Tuesday;Week 8;Month 2;Analytics Platform;Business Analytics;$14,36;4,50%;$13,74;$0,62;4,50%
2025-02-18;Tuesday;Week 8;Month 2;Analytics Platform;Data Engineering;$57,21;5,50%;$54,22;$2,98;5,50%
2025-02-18;Tuesday;Week 8;Month 2;Analytics Platform;Platform / Cloud Operations;$1,95;6,00%;$1,84;$0,11;6,00%
2025-02-18;Tuesday;Week 8;Month 2;Analytics Platform;Product Engineering;$14,94;5,00%;$14,23;$0,71;5,00%
2025-02-18;Tuesday;Week 8;Month 2;Customer App;AI Engineering;$21,77;5,00%;$20,73;$1,04;5,00%
2025-02-18;Tuesday;Week 8;Month 2;Customer App;Business Analytics;$142,42;3,00%;$138,28;$4,15;3,00%
2025-02-18;Tuesday;Week 8;Month 2;Customer App;Data Engineering;$154,54;4,00%;$148,60;$5,94;4,00%
2025-02-18;Tuesday;Week 8;Month 2;Customer App;Platform / Cloud Operations;$12,09;4,50%;$11,57;$0,52;4,50%
2025-02-18;Tuesday;Week 8;Month 2;Customer App;Product Engineering;$157,19;3,50%;$151,88;$5,32;3,50%
2025-02-18;Tuesday;Week 8;Month 2;Innovation Lab Projects;AI Engineering;$1,03;13,00%;$0,91;$0,12;13,00%
2025-02-18;Tuesday;Week 8;Month 2;Innovation Lab Projects;Business Analytics;$159,99;11,00%;$144,13;$15,85;11,00%
2025-02-18;Tuesday;Week 8;Month 2;Innovation Lab Projects;Data Engineering;$93,59;12,00%;$83,56;$10,03;12,00%
2025-02-18;Tuesday;Week 8;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$11,49;12,50%;$10,21;$1,28;12,50%
2025-02-18;Tuesday;Week 8;Month 2;Innovation Lab Projects;Product Engineering;$91,63;11,50%;$82,18;$9,45;11,50%
2025-02-18;Tuesday;Week 8;Month 2;Internal Data Platform;AI Engineering;$98,20;8,00%;$90,93;$7,27;8,00%
2025-02-18;Tuesday;Week 8;Month 2;Internal Data Platform;Business Analytics;$45,62;6,00%;$43,04;$2,58;6,00%
2025-02-18;Tuesday;Week 8;Month 2;Internal Data Platform;Data Engineering;$1,05;7,00%;$0,98;$0,07;7,00%
2025-02-18;Tuesday;Week 8;Month 2;Internal Data Platform;Platform / Cloud Operations;$11,47;7,50%;$10,67;$0,80;7,50%
2025-02-18;Tuesday;Week 8;Month 2;Internal Data Platform;Product Engineering;$18,53;6,50%;$17,40;$1,13;6,50%
2025-02-19;Wednesday;Week 8;Month 2;AI Assistant;AI Engineering;$179,67;11,00%;$161,87;$17,81;11,00%
2025-02-19;Wednesday;Week 8;Month 2;AI Assistant;Business Analytics;$0,79;9,00%;$0,73;$0,07;9,00%
2025-02-19;Wednesday;Week 8;Month 2;AI Assistant;Data Engineering;$4,40;10,00%;$4,00;$0,40;10,00%
2025-02-19;Wednesday;Week 8;Month 2;AI Assistant;Platform / Cloud Operations;$168,92;10,50%;$152,87;$16,05;10,50%
2025-02-19;Wednesday;Week 8;Month 2;AI Assistant;Product Engineering;$4,41;9,50%;$4,03;$0,38;9,50%
2025-02-19;Wednesday;Week 8;Month 2;Analytics Platform;AI Engineering;$2,45;6,50%;$2,30;$0,15;6,50%
2025-02-19;Wednesday;Week 8;Month 2;Analytics Platform;Business Analytics;$99,26;4,50%;$94,99;$4,27;4,50%
2025-02-19;Wednesday;Week 8;Month 2;Analytics Platform;Data Engineering;$53,33;5,50%;$50,55;$2,78;5,50%
2025-02-19;Wednesday;Week 8;Month 2;Analytics Platform;Platform / Cloud Operations;$142,55;6,00%;$134,48;$8,07;6,00%
2025-02-19;Wednesday;Week 8;Month 2;Analytics Platform;Product Engineering;$21,67;5,00%;$20,64;$1,03;5,00%
2025-02-19;Wednesday;Week 8;Month 2;Customer App;AI Engineering;$0,41;5,00%;$0,39;$0,02;5,00%
2025-02-19;Wednesday;Week 8;Month 2;Customer App;Business Analytics;$1,31;3,00%;$1,28;$0,04;3,00%
2025-02-19;Wednesday;Week 8;Month 2;Customer App;Data Engineering;$60,41;4,00%;$58,09;$2,32;4,00%
2025-02-19;Wednesday;Week 8;Month 2;Customer App;Platform / Cloud Operations;$1,79;4,50%;$1,72;$0,08;4,50%
2025-02-19;Wednesday;Week 8;Month 2;Customer App;Product Engineering;$64,82;3,50%;$62,63;$2,19;3,50%
2025-02-19;Wednesday;Week 8;Month 2;Innovation Lab Projects;AI Engineering;$189,56;13,00%;$167,75;$21,81;13,00%
2025-02-19;Wednesday;Week 8;Month 2;Innovation Lab Projects;Business Analytics;$2,75;11,00%;$2,47;$0,27;11,00%
2025-02-19;Wednesday;Week 8;Month 2;Innovation Lab Projects;Data Engineering;$149,27;12,00%;$133,27;$15,99;12,00%
2025-02-19;Wednesday;Week 8;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$123,95;12,50%;$110,18;$13,77;12,50%
2025-02-19;Wednesday;Week 8;Month 2;Innovation Lab Projects;Product Engineering;$70,36;11,50%;$63,10;$7,26;11,50%
2025-02-19;Wednesday;Week 8;Month 2;Internal Data Platform;AI Engineering;$7,05;8,00%;$6,53;$0,52;8,00%
2025-02-19;Wednesday;Week 8;Month 2;Internal Data Platform;Business Analytics;$180,13;6,00%;$169,93;$10,20;6,00%
2025-02-19;Wednesday;Week 8;Month 2;Internal Data Platform;Data Engineering;$195,89;7,00%;$183,08;$12,82;7,00%
2025-02-19;Wednesday;Week 8;Month 2;Internal Data Platform;Platform / Cloud Operations;$15,87;7,50%;$14,76;$1,11;7,50%
2025-02-19;Wednesday;Week 8;Month 2;Internal Data Platform;Product Engineering;$70,97;6,50%;$66,64;$4,33;6,50%
2025-02-20;Thursday;Week 8;Month 2;AI Assistant;AI Engineering;$1,03;11,00%;$0,93;$0,10;11,00%
2025-02-20;Thursday;Week 8;Month 2;AI Assistant;Business Analytics;$20,75;9,00%;$19,04;$1,71;9,00%
2025-02-20;Thursday;Week 8;Month 2;AI Assistant;Data Engineering;$11,37;10,00%;$10,34;$1,03;10,00%
2025-02-20;Thursday;Week 8;Month 2;AI Assistant;Platform / Cloud Operations;$24,67;10,50%;$22,33;$2,34;10,50%
2025-02-20;Thursday;Week 8;Month 2;AI Assistant;Product Engineering;$1,71;9,50%;$1,57;$0,15;9,50%
2025-02-20;Thursday;Week 8;Month 2;Analytics Platform;AI Engineering;$28,89;6,50%;$27,13;$1,76;6,50%
2025-02-20;Thursday;Week 8;Month 2;Analytics Platform;Business Analytics;$132,02;4,50%;$126,33;$5,68;4,50%
2025-02-20;Thursday;Week 8;Month 2;Analytics Platform;Data Engineering;$1,35;5,50%;$1,28;$0,07;5,50%
2025-02-20;Thursday;Week 8;Month 2;Analytics Platform;Platform / Cloud Operations;$199,68;6,00%;$188,38;$11,30;6,00%
2025-02-20;Thursday;Week 8;Month 2;Analytics Platform;Product Engineering;$11,59;5,00%;$11,04;$0,55;5,00%
2025-02-20;Thursday;Week 8;Month 2;Customer App;AI Engineering;$57,15;5,00%;$54,42;$2,72;5,00%
2025-02-20;Thursday;Week 8;Month 2;Customer App;Business Analytics;$9,02;3,00%;$8,76;$0,26;3,00%
2025-02-20;Thursday;Week 8;Month 2;Customer App;Data Engineering;$59,04;4,00%;$56,77;$2,27;4,00%
2025-02-20;Thursday;Week 8;Month 2;Customer App;Platform / Cloud Operations;$89,29;4,50%;$85,44;$3,84;4,50%
2025-02-20;Thursday;Week 8;Month 2;Customer App;Product Engineering;$4,64;3,50%;$4,49;$0,16;3,50%
2025-02-20;Thursday;Week 8;Month 2;Innovation Lab Projects;AI Engineering;$64,90;13,00%;$57,43;$7,47;13,00%
2025-02-20;Thursday;Week 8;Month 2;Innovation Lab Projects;Business Analytics;$36,39;11,00%;$32,78;$3,61;11,00%
2025-02-20;Thursday;Week 8;Month 2;Innovation Lab Projects;Data Engineering;$9,72;12,00%;$8,68;$1,04;12,00%
2025-02-20;Thursday;Week 8;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$3,26;12,50%;$2,90;$0,36;12,50%
2025-02-20;Thursday;Week 8;Month 2;Innovation Lab Projects;Product Engineering;$16,07;11,50%;$14,41;$1,66;11,50%
2025-02-20;Thursday;Week 8;Month 2;Internal Data Platform;AI Engineering;$195,36;8,00%;$180,89;$14,47;8,00%
2025-02-20;Thursday;Week 8;Month 2;Internal Data Platform;Business Analytics;$97,39;6,00%;$91,88;$5,51;6,00%
2025-02-20;Thursday;Week 8;Month 2;Internal Data Platform;Data Engineering;$75,65;7,00%;$70,70;$4,95;7,00%
2025-02-20;Thursday;Week 8;Month 2;Internal Data Platform;Platform / Cloud Operations;$8,15;7,50%;$7,58;$0,57;7,50%
2025-02-20;Thursday;Week 8;Month 2;Internal Data Platform;Product Engineering;$1,05;6,50%;$0,99;$0,06;6,50%
2025-02-21;Friday;Week 8;Month 2;AI Assistant;AI Engineering;$18,52;11,00%;$16,69;$1,84;11,00%
2025-02-21;Friday;Week 8;Month 2;AI Assistant;Business Analytics;$200,53;9,00%;$183,97;$16,56;9,00%
2025-02-21;Friday;Week 8;Month 2;AI Assistant;Data Engineering;$182,05;10,00%;$165,50;$16,55;10,00%
2025-02-21;Friday;Week 8;Month 2;AI Assistant;Platform / Cloud Operations;$6,89;10,50%;$6,24;$0,66;10,50%
2025-02-21;Friday;Week 8;Month 2;AI Assistant;Product Engineering;$14,73;9,50%;$13,45;$1,28;9,50%
2025-02-21;Friday;Week 8;Month 2;Analytics Platform;AI Engineering;$12,29;6,50%;$11,54;$0,75;6,50%
2025-02-21;Friday;Week 8;Month 2;Analytics Platform;Business Analytics;$4,39;4,50%;$4,21;$0,19;4,50%
2025-02-21;Friday;Week 8;Month 2;Analytics Platform;Data Engineering;$1,10;5,50%;$1,04;$0,06;5,50%
2025-02-21;Friday;Week 8;Month 2;Analytics Platform;Platform / Cloud Operations;$5,72;6,00%;$5,39;$0,32;6,00%
2025-02-21;Friday;Week 8;Month 2;Analytics Platform;Product Engineering;$5,61;5,00%;$5,34;$0,27;5,00%
2025-02-21;Friday;Week 8;Month 2;Customer App;AI Engineering;$155,39;5,00%;$147,99;$7,40;5,00%
2025-02-21;Friday;Week 8;Month 2;Customer App;Business Analytics;$151,78;3,00%;$147,36;$4,42;3,00%
2025-02-21;Friday;Week 8;Month 2;Customer App;Data Engineering;$118,38;4,00%;$113,83;$4,55;4,00%
2025-02-21;Friday;Week 8;Month 2;Customer App;Platform / Cloud Operations;$23,95;4,50%;$22,92;$1,03;4,50%
