date,day,week,month,product,division,Actual Cost,Date,Day,Week,Month,Product,Division,Allocated Budget ($),Actual Cost ($),Variance ($),Variance %,Target Overage vs Budget %,Variance Recomputed,Variance % Recomputed
2025-02-13,Thursday,Week 7,Month 2,Customer App,Platform / Cloud Operations,6.4810832000000005,2025-02-13,Thursday,Week 7,Month 2,Customer App,Platform / Cloud Operations,6.2,6.48,0.28,4.5,4.5,0.2810832000000003,4.533600000000005
2025-02-13,Thursday,Week 7,Month 2,Customer App,Product Engineering,136.4786,2025-02-13,Thursday,Week 7,Month 2,Customer App,Product Engineering,131.86,136.48,4.62,3.5,3.5,4.6185999999999865,3.502654330350361
2025-02-13,Thursday,Week 7,Month 2,Innovation Lab Projects,AI Engineering,82.71353,2025-02-13,Thursday,Week 7,Month 2,Innovation Lab Projects,AI Engineering,73.2,82.71,9.52,13.0,13.0,9.513530000000003,12.996625683060111
2025-02-13,Thursday,Week 7,Month 2,Innovation Lab Projects,Business Analytics,2.1632202,2025-02-13,Thursday,Week 7,Month 2,Innovation Lab Projects,Business Analytics,1.95,2.16,0.21,11.0,11.0,0.21322020000000008,10.934369230769235
2025-02-13,Thursday,Week 7,Month 2,Innovation Lab Projects,Data Engineering,5.73886,2025-02-13,Thursday,Week 7,Month 2,Innovation Lab Projects,Data Engineering,5.12,5.74,0.61,12.0,12.0,0.6188599999999997,12.087109374999995
2025-02-13,Thursday,Week 7,Month 2,Innovation Lab Projects,Platform / Cloud Operations,2.4024,2025-02-13,Thursday,Week 7,Month 2,Innovation Lab Projects,Platform / Cloud Operations,2.14,2.4,0.27,12.5,12.5,0.26239999999999997,12.261682242990652
2025-02-13,Thursday,Week 7,Month 2,Innovation Lab Projects,Product Engineering,14.1771,2025-02-13,Thursday,Week 7,Month 2,Innovation Lab Projects,Product Engineering,12.71,14.18,1.46,11.5,11.5,1.4670999999999985,11.542879622344598
2025-02-13,Thursday,Week 7,Month 2,Internal Data Platform,AI Engineering,26.7365858,2025-02-13,Thursday,Week 7,Month 2,Internal Data Platform,AI Engineering,24.76,26.74,1.98,8.0,8.0,1.9765857999999987,7.982979806138927
2025-02-13,Thursday,Week 7,Month 2,Internal Data Platform,Business Analytics,7.9708000000000006,2025-02-13,Thursday,Week 7,Month 2,Internal Data Platform,Business Analytics,7.52,7.97,0.45,6.0,6.0,0.450800000000001,5.994680851063843
2025-02-13,Thursday,Week 7,Month 2,Internal Data Platform,Data Engineering,10.239446000000001,2025-02-13,Thursday,Week 7,Month 2,Internal Data Platform,Data Engineering,9.57,10.24,0.67,7.0,7.0,0.6694460000000007,6.995256008359463
2025-02-13,Thursday,Week 7,Month 2,Internal Data Platform,Platform / Cloud Operations,20.711681199999997,2025-02-13,Thursday,Week 7,Month 2,Internal Data Platform,Platform / Cloud Operations,19.27,20.71,1.45,7.5,7.5,1.4416811999999979,7.481480020757643
2025-02-13,Thursday,Week 7,Month 2,Internal Data Platform,Product Engineering,55.9598,2025-02-13,Thursday,Week 7,Month 2,Internal Data Platform,Product Engineering,52.54,55.96,3.42,6.5,6.5,3.419800000000002,6.508945565283597
2025-02-14,Friday,Week 7,Month 2,AI Assistant,AI Engineering,51.676,2025-02-14,Friday,Week 7,Month 2,AI Assistant,AI Engineering,46.55,51.68,5.12,11.0,11.0,5.126000000000005,11.011815252416767
2025-02-14,Friday,Week 7,Month 2,AI Assistant,Business Analytics,2.6886222,2025-02-14,Friday,Week 7,Month 2,AI Assistant,Business Analytics,2.47,2.69,0.22,9.0,9.0,0.2186222,8.851101214574898
2025-02-14,Friday,Week 7,Month 2,AI Assistant,Data Engineering,1.05716,2025-02-14,Friday,Week 7,Month 2,AI Assistant,Data Engineering,0.96,1.06,0.1,10.0,10.0,0.09716000000000014,10.120833333333348
2025-02-14,Friday,Week 7,Month 2,AI Assistant,Platform / Cloud Operations,196.3503098,2025-02-14,Friday,Week 7,Month 2,AI Assistant,Platform / Cloud Operations,177.69,196.35,18.66,10.5,10.5,18.660309799999993,10.501609432157123
2025-02-14,Friday,Week 7,Month 2,AI Assistant,Product Engineering,9.164150000000001,2025-02-14,Friday,Week 7,Month 2,AI Assistant,Product Engineering,8.37,9.16,0.8,9.5,9.5,0.7941500000000019,9.488052568697753
2025-02-14,Friday,Week 7,Month 2,Analytics Platform,AI Engineering,1.0231,2025-02-14,Friday,Week 7,Month 2,Analytics Platform,AI Engineering,0.96,1.02,0.06,6.5,6.5,0.06309999999999993,6.57291666666666
2025-02-14,Friday,Week 7,Month 2,Analytics Platform,Business Analytics,41.4024,2025-02-14,Friday,Week 7,Month 2,Analytics Platform,Business Analytics,39.62,41.4,1.78,4.5,4.5,1.7824000000000026,4.498738011105509
2025-02-14,Friday,Week 7,Month 2,Analytics Platform,Data Engineering,5.4128,2025-02-14,Friday,Week 7,Month 2,Analytics Platform,Data Engineering,5.13,5.41,0.28,5.5,5.5,0.28279999999999994,5.512670565302144
2025-02-14,Friday,Week 7,Month 2,Analytics Platform,Platform / Cloud Operations,13.38092,2025-02-14,Friday,Week 7,Month 2,Analytics Platform,Platform / Cloud Operations,12.62,13.38,0.76,6.0,6.0,0.7609200000000005,6.029477020602223
2025-02-14,Friday,Week 7,Month 2,Analytics Platform,Product Engineering,2.63517,2025-02-14,Friday,Week 7,Month 2,Analytics Platform,Product Engineering,2.51,2.64,0.13,5.0,5.0,0.12517000000000023,4.986852589641444
2025-02-14,Friday,Week 7,Month 2,Customer App,AI Engineering,166.10999999999999,2025-02-14,Friday,Week 7,Month 2,Customer App,AI Engineering,158.2,166.11,7.91,5.0,5.0,7.909999999999997,4.999999999999998
2025-02-14,Friday,Week 7,Month 2,Customer App,Business Analytics,20.27966,2025-02-14,Friday,Week 7,Month 2,Customer App,Business Analytics,19.69,20.28,0.59,3.0,3.0,0.5896599999999985,2.9947181310309725
2025-02-14,Friday,Week 7,Month 2,Customer App,Data Engineering,20.947599999999998,2025-02-14,Friday,Week 7,Month 2,Customer App,Data Engineering,20.14,20.95,0.81,4.0,4.0,0.8075999999999972,4.009930486593829
2025-02-14,Friday,Week 7,Month 2,Customer App,Platform / Cloud Operations,6.6949,2025-02-14,Friday,Week 7,Month 2,Customer App,Platform / Cloud Operations,6.41,6.69,0.29,4.5,4.5,0.2848999999999995,4.44461778471138
2025-02-14,Friday,Week 7,Month 2,Customer App,Product Engineering,184.6802392,2025-02-14,Friday,Week 7,Month 2,Customer App,Product Engineering,178.44,184.68,6.25,3.5,3.5,6.240239199999991,3.497107823357986
2025-02-14,Friday,Week 7,Month 2,Innovation Lab Projects,AI Engineering,199.0172,2025-02-14,Friday,Week 7,Month 2,Innovation Lab Projects,AI Engineering,176.12,199.02,22.9,13.0,13.0,22.897199999999998,13.000908471496706
2025-02-14,Friday,Week 7,Month 2,Innovation Lab Projects,Business Analytics,1.4039913999999998,2025-02-14,Friday,Week 7,Month 2,Innovation Lab Projects,Business Analytics,1.26,1.4,0.14,11.0,11.0,0.14399139999999977,11.427888888888871
2025-02-14,Friday,Week 7,Month 2,Innovation Lab Projects,Data Engineering,149.2786,2025-02-14,Friday,Week 7,Month 2,Innovation Lab Projects,Data Engineering,133.28,149.28,15.99,12.0,12.0,15.99860000000001,12.003751500600247
2025-02-14,Friday,Week 7,Month 2,Innovation Lab Projects,Platform / Cloud Operations,2.7155,2025-02-14,Friday,Week 7,Month 2,Innovation Lab Projects,Platform / Cloud Operations,2.41,2.72,0.3,12.5,12.5,0.3054999999999999,12.676348547717836
2025-02-14,Friday,Week 7,Month 2,Innovation Lab Projects,Product Engineering,2.4526000000000003,2025-02-14,Friday,Week 7,Month 2,Innovation Lab Projects,Product Engineering,2.2,2.45,0.25,11.5,11.5,0.25260000000000016,11.481818181818188
2025-02-14,Friday,Week 7,Month 2,Internal Data Platform,AI Engineering,1.66278,2025-02-14,Friday,Week 7,Month 2,Internal Data Platform,AI Engineering,1.54,1.66,0.12,8.0,8.0,0.12277999999999989,7.972727272727265
2025-02-14,Friday,Week 7,Month 2,Internal Data Platform,Business Analytics,24.533199999999997,2025-02-14,Friday,Week 7,Month 2,Internal Data Platform,Business Analytics,23.14,24.53,1.39,6.0,6.0,1.3931999999999967,6.020743301642163
2025-02-14,Friday,Week 7,Month 2,Internal Data Platform,Data Engineering,1.9143999999999999,2025-02-14,Friday,Week 7,Month 2,Internal Data Platform,Data Engineering,1.79,1.91,0.13,7.0,7.0,0.12439999999999984,6.949720670391053
2025-02-14,Friday,Week 7,Month 2,Internal Data Platform,Platform / Cloud Operations,2.0998358,2025-02-14,Friday,Week 7,Month 2,Internal Data Platform,Platform / Cloud Operations,1.95,2.1,0.15,7.5,7.5,0.14983580000000019,7.683887179487189
2025-02-14,Friday,Week 7,Month 2,Internal Data Platform,Product Engineering,175.2116,2025-02-14,Friday,Week 7,Month 2,Internal Data Platform,Product Engineering,164.52,175.21,10.69,6.5,6.5,10.691599999999994,6.498662776562115
2025-02-15,Saturday,Week 7,Month 2,AI Assistant,AI Engineering,185.4759216,2025-02-15,Saturday,Week 7,Month 2,AI Assistant,AI Engineering,167.1,185.48,18.38,11.0,11.0,18.375921599999998,10.996960861759424
2025-02-15,Saturday,Week 7,Month 2,AI Assistant,Business Analytics,1.161674,2025-02-15,Saturday,Week 7,Month 2,AI Assistant,Business Analytics,1.07,1.16,0.1,9.0,9.0,0.09167400000000003,8.567663551401871
2025-02-15,Saturday,Week 7,Month 2,AI Assistant,Data Engineering,7.7627299999999995,2025-02-15,Saturday,Week 7,Month 2,AI Assistant,Data Engineering,7.06,7.76,0.71,10.0,10.0,0.7027299999999999,9.95368271954674
2025-02-15,Saturday,Week 7,Month 2,AI Assistant,Platform / Cloud Operations,1.67228,2025-02-15,Saturday,Week 7,Month 2,AI Assistant,Platform / Cloud Operations,1.51,1.67,0.16,10.5,10.5,0.16227999999999998,10.747019867549668
2025-02-15,Saturday,Week 7,Month 2,AI Assistant,Product Engineering,1.0062018,2025-02-15,Saturday,Week 7,Month 2,AI Assistant,Product Engineering,0.92,1.01,0.09,9.5,9.5,0.08620179999999988,9.369760869565203
2025-02-15,Saturday,Week 7,Month 2,Analytics Platform,AI Engineering,8.713799999999999,2025-02-15,Saturday,Week 7,Month 2,Analytics Platform,AI Engineering,8.18,8.71,0.53,6.5,6.5,0.5337999999999994,6.525672371638135
2025-02-15,Saturday,Week 7,Month 2,Analytics Platform,Business Analytics,17.8736,2025-02-15,Saturday,Week 7,Month 2,Analytics Platform,Business Analytics,17.1,17.87,0.77,4.5,4.5,0.7735999999999983,4.523976608187124
2025-02-15,Saturday,Week 7,Month 2,Analytics Platform,Data Engineering,187.53679,2025-02-15,Saturday,Week 7,Month 2,Analytics Platform,Data Engineering,177.76,187.54,9.78,5.5,5.5,9.776790000000005,5.499994374437446
2025-02-15,Saturday,Week 7,Month 2,Analytics Platform,Platform / Cloud Operations,15.3526,2025-02-15,Saturday,Week 7,Month 2,Analytics Platform,Platform / Cloud Operations,14.48,15.35,0.87,6.0,6.0,0.8726000000000003,6.026243093922654
2025-02-15,Saturday,Week 7,Month 2,Analytics Platform,Product Engineering,7.348810200000001,2025-02-15,Saturday,Week 7,Month 2,Analytics Platform,Product Engineering,7.0,7.35,0.35,5.0,5.0,0.34881020000000085,4.9830028571428695
2025-02-15,Saturday,Week 7,Month 2,Customer App,AI Engineering,5.766800000000001,2025-02-15,Saturday,Week 7,Month 2,Customer App,AI Engineering,5.49,5.77,0.27,5.0,5.0,0.2768000000000006,5.0418943533697735
2025-02-15,Saturday,Week 7,Month 2,Customer App,Business Analytics,6.9493,2025-02-15,Saturday,Week 7,Month 2,Customer App,Business Analytics,6.75,6.95,0.2,3.0,3.0,0.19930000000000003,2.9525925925925933
2025-02-15,Saturday,Week 7,Month 2,Customer App,Data Engineering,29.145100000000003,2025-02-15,Saturday,Week 7,Month 2,Customer App,Data Engineering,28.02,29.15,1.12,4.0,4.0,1.1251000000000033,4.015346181299084
2025-02-15,Saturday,Week 7,Month 2,Customer App,Platform / Cloud Operations,2.6847388000000003,2025-02-15,Saturday,Week 7,Month 2,Customer App,Platform / Cloud Operations,2.57,2.68,0.12,4.5,4.5,0.11473880000000047,4.464544747081731
2025-02-15,Saturday,Week 7,Month 2,Customer App,Product Engineering,4.38824,2025-02-15,Saturday,Week 7,Month 2,Customer App,Product Engineering,4.24,4.39,0.15,3.5,3.5,0.14823999999999948,3.496226415094327
2025-02-15,Saturday,Week 7,Month 2,Innovation Lab Projects,AI Engineering,1.5843802,2025-02-15,Saturday,Week 7,Month 2,Innovation Lab Projects,AI Engineering,1.4,1.58,0.18,13.0,13.0,0.1843802000000001,13.170014285714293
2025-02-15,Saturday,Week 7,Month 2,Innovation Lab Projects,Business Analytics,158.3042688,2025-02-15,Saturday,Week 7,Month 2,Innovation Lab Projects,Business Analytics,142.62,158.3,15.69,11.0,11.0,15.684268799999984,10.99724358435001
2025-02-15,Saturday,Week 7,Month 2,Innovation Lab Projects,Data Engineering,27.716089999999998,2025-02-15,Saturday,Week 7,Month 2,Innovation Lab Projects,Data Engineering,24.75,27.72,2.97,12.0,12.0,2.9660899999999977,11.98420202020201
2025-02-15,Saturday,Week 7,Month 2,Innovation Lab Projects,Platform / Cloud Operations,22.2845,2025-02-15,Saturday,Week 7,Month 2,Innovation Lab Projects,Platform / Cloud Operations,19.81,22.28,2.48,12.5,12.5,2.4745000000000026,12.49116607773853
2025-02-15,Saturday,Week 7,Month 2,Innovation Lab Projects,Product Engineering,99.3612,2025-02-15,Saturday,Week 7,Month 2,Innovation Lab Projects,Product Engineering,89.11,99.36,10.25,11.5,11.5,10.251199999999997,11.503983840197506
2025-02-15,Saturday,Week 7,Month 2,Internal Data Platform,AI Engineering,10.215,2025-02-15,Saturday,Week 7,Month 2,Internal Data Platform,AI Engineering,9.46,10.22,0.76,8.0,8.0,0.754999999999999,7.980972515856226
2025-02-15,Saturday,Week 7,Month 2,Internal Data Platform,Business Analytics,51.110983000000004,2025-02-15,Saturday,Week 7,Month 2,Internal Data Platform,Business Analytics,48.22,51.11,2.89,6.0,6.0,2.8909830000000056,5.995402322687694
2025-02-15,Saturday,Week 7,Month 2,Internal Data Platform,Data Engineering,10.33911,2025-02-15,Saturday,Week 7,Month 2,Internal Data Platform,Data Engineering,9.66,10.34,0.68,7.0,7.0,0.6791099999999997,7.030124223602481
2025-02-15,Saturday,Week 7,Month 2,Internal Data Platform,Platform / Cloud Operations,208.54420000000002,2025-02-15,Saturday,Week 7,Month 2,Internal Data Platform,Platform / Cloud Operations,193.99,208.54,14.55,7.5,7.5,14.554200000000009,7.502551677921547
2025-02-15,Saturday,Week 7,Month 2,Internal Data Platform,Product Engineering,4.4921658,2025-02-15,Saturday,Week 7,Month 2,Internal Data Platform,Product Engineering,4.22,4.49,0.27,6.5,6.5,0.2721658000000007,6.449426540284377
2025-02-16,Sunday,Week 7,Month 2,AI Assistant,AI Engineering,3.8195900000000003,2025-02-16,Sunday,Week 7,Month 2,AI Assistant,AI Engineering,3.44,3.82,0.38,11.0,11.0,0.3795900000000003,11.034593023255823
2025-02-16,Sunday,Week 7,Month 2,AI Assistant,Business Analytics,1.050662,2025-02-16,Sunday,Week 7,Month 2,AI Assistant,Business Analytics,0.96,1.05,0.09,9.0,9.0,0.09066200000000002,9.443958333333335
2025-02-16,Sunday,Week 7,Month 2,AI Assistant,Data Engineering,93.345,2025-02-16,Sunday,Week 7,Month 2,AI Assistant,Data Engineering,84.86,93.35,8.49,10.0,10.0,8.485,9.998821588498704
2025-02-16,Sunday,Week 7,Month 2,AI Assistant,Platform / Cloud Operations,12.493400000000001,2025-02-16,Sunday,Week 7,Month 2,AI Assistant,Platform / Cloud Operations,11.31,12.49,1.19,10.5,10.5,1.1834000000000007,10.4633068081344
2025-02-16,Sunday,Week 7,Month 2,AI Assistant,Product Engineering,4.1352108,2025-02-16,Sunday,Week 7,Month 2,AI Assistant,Product Engineering,3.78,4.14,0.36,9.5,9.5,0.3552108000000005,9.397111111111125
2025-02-16,Sunday,Week 7,Month 2,Analytics Platform,AI Engineering,4.3648222,2025-02-16,Sunday,Week 7,Month 2,Analytics Platform,AI Engineering,4.1,4.36,0.27,6.5,6.5,0.26482220000000023,6.459078048780493
2025-02-16,Sunday,Week 7,Month 2,Analytics Platform,Business Analytics,4.2798,2025-02-16,Sunday,Week 7,Month 2,Analytics Platform,Business Analytics,4.1,4.28,0.18,4.5,4.5,0.17980000000000018,4.385365853658541
2025-02-16,Sunday,Week 7,Month 2,Analytics Platform,Data Engineering,15.7806158,2025-02-16,Sunday,Week 7,Month 2,Analytics Platform,Data Engineering,14.96,15.78,0.82,5.5,5.5,0.8206157999999988,5.485399732620312
2025-02-16,Sunday,Week 7,Month 2,Analytics Platform,Platform / Cloud Operations,165.0997742,2025-02-16,Sunday,Week 7,Month 2,Analytics Platform,Platform / Cloud Operations,155.75,165.1,9.35,6.0,6.0,9.349774200000013,6.003065296950249
2025-02-16,Sunday,Week 7,Month 2,Analytics Platform,Product Engineering,2.6875999999999998,2025-02-16,Sunday,Week 7,Month 2,Analytics Platform,Product Engineering,2.56,2.69,0.13,5.0,5.0,0.1275999999999997,4.9843749999999885
2025-02-16,Sunday,Week 7,Month 2,Customer App,AI Engineering,2.9433100000000003,2025-02-16,Sunday,Week 7,Month 2,Customer App,AI Engineering,2.8,2.94,0.14,5.0,5.0,0.1433100000000005,5.118214285714304
2025-02-16,Sunday,Week 7,Month 2,Customer App,Business Analytics,2.4855400000000003,2025-02-16,Sunday,Week 7,Month 2,Customer App,Business Analytics,2.41,2.49,0.07,3.0,3.0,0.07554000000000016,3.1344398340249024
2025-02-16,Sunday,Week 7,Month 2,Customer App,Data Engineering,25.798000000000002,2025-02-16,Sunday,Week 7,Month 2,Customer App,Data Engineering,24.81,25.8,0.99,4.0,4.0,0.9880000000000031,3.982265215638868
2025-02-16,Sunday,Week 7,Month 2,Customer App,Platform / Cloud Operations,169.31535000000002,2025-02-16,Sunday,Week 7,Month 2,Customer App,Platform / Cloud Operations,162.02,169.32,7.29,4.5,4.5,7.295350000000013,4.5027465744969835
2025-02-16,Sunday,Week 7,Month 2,Customer App,Product Engineering,26.9112,2025-02-16,Sunday,Week 7,Month 2,Customer App,Product Engineering,26.0,26.91,0.91,3.5,3.5,0.9112000000000009,3.504615384615388
2025-02-16,Sunday,Week 7,Month 2,Innovation Lab Projects,AI Engineering,142.1463,2025-02-16,Sunday,Week 7,Month 2,Innovation Lab Projects,AI Engineering,125.79,142.15,16.35,13.0,13.0,16.35629999999999,13.002861912711655
2025-02-16,Sunday,Week 7,Month 2,Innovation Lab Projects,Business Analytics,5.9611,2025-02-16,Sunday,Week 7,Month 2,Innovation Lab Projects,Business Analytics,5.37,5.96,0.59,11.0,11.0,0.5911,11.007448789571693
2025-02-16,Sunday,Week 7,Month 2,Innovation Lab Projects,Data Engineering,106.40283,2025-02-16,Sunday,Week 7,Month 2,Innovation Lab Projects,Data Engineering,95.0,106.4,11.4,12.0,12.0,11.402829999999994,12.002978947368415
2025-02-16,Sunday,Week 7,Month 2,Innovation Lab Projects,Platform / Cloud Operations,205.5824,2025-02-16,Sunday,Week 7,Month 2,Innovation Lab Projects,Platform / Cloud Operations,182.74,205.58,22.84,12.5,12.5,22.842399999999998,12.49994527744336
2025-02-16,Sunday,Week 7,Month 2,Innovation Lab Projects,Product Engineering,4.5353718,2025-02-16,Sunday,Week 7,Month 2,Innovation Lab Projects,Product Engineering,4.07,4.54,0.47,11.5,11.5,0.4653717999999998,11.434196560196554
2025-02-16,Sunday,Week 7,Month 2,Internal Data Platform,AI Engineering,21.8717,2025-02-16,Sunday,Week 7,Month 2,Internal Data Platform,AI Engineering,20.25,21.87,1.62,8.0,8.0,1.6217000000000006,8.008395061728397
2025-02-16,Sunday,Week 7,Month 2,Internal Data Platform,Business Analytics,0.9045105999999998,2025-02-16,Sunday,Week 7,Month 2,Internal Data Platform,Business Analytics,0.85,0.9,0.05,6.0,6.0,0.054510599999999854,6.413011764705866
2025-02-16,Sunday,Week 7,Month 2,Internal Data Platform,Data Engineering,6.682066200000001,2025-02-16,Sunday,Week 7,Month 2,Internal Data Platform,Data Engineering,6.24,6.68,0.44,7.0,7.0,0.4420662000000011,7.084394230769248
2025-02-16,Sunday,Week 7,Month 2,Internal Data Platform,Platform / Cloud Operations,1.1387246,2025-02-16,Sunday,Week 7,Month 2,Internal Data Platform,Platform / Cloud Operations,1.06,1.14,0.08,7.5,7.5,0.07872459999999992,7.426849056603765
2025-02-16,Sunday,Week 7,Month 2,Internal Data Platform,Product Engineering,55.7364,2025-02-16,Sunday,Week 7,Month 2,Internal Data Platform,Product Engineering,52.33,55.74,3.4,6.5,6.5,3.406400000000005,6.509459201223018
2025-02-17,Monday,Week 7,Month 2,AI Assistant,AI Engineering,28.0784,2025-02-17,Monday,Week 7,Month 2,AI Assistant,AI Engineering,25.3,28.08,2.78,11.0,11.0,2.7783999999999978,10.981818181818173
2025-02-17,Monday,Week 7,Month 2,AI Assistant,Business Analytics,97.737814,2025-02-17,Monday,Week 7,Month 2,AI Assistant,Business Analytics,89.67,97.74,8.07,9.0,9.0,8.067813999999998,8.997227612356417
2025-02-17,Monday,Week 7,Month 2,AI Assistant,Data Engineering,129.3852,2025-02-17,Monday,Week 7,Month 2,AI Assistant,Data Engineering,117.62,129.39,11.76,10.0,10.0,11.765199999999993,10.002720625743915
2025-02-17,Monday,Week 7,Month 2,AI Assistant,Platform / Cloud Operations,29.650799,2025-02-17,Monday,Week 7,Month 2,AI Assistant,Platform / Cloud Operations,26.83,29.65,2.82,10.5,10.5,2.820799000000001,10.513600447260533
2025-02-17,Monday,Week 7,Month 2,AI Assistant,Product Engineering,4.60989,2025-02-17,Monday,Week 7,Month 2,AI Assistant,Product Engineering,4.21,4.61,0.4,9.5,9.5,0.3998900000000001,9.498574821852733
2025-02-17,Monday,Week 7,Month 2,Analytics Platform,AI Engineering,177.94532779999997,2025-02-17,Monday,Week 7,Month 2,Analytics Platform,AI Engineering,167.08,177.95,10.86,6.5,6.5,10.86532779999996,6.503069068709576
2025-02-17,Monday,Week 7,Month 2,Analytics Platform,Business Analytics,68.3346,2025-02-17,Monday,Week 7,Month 2,Analytics Platform,Business Analytics,65.39,68.33,2.94,4.5,4.5,2.944599999999994,4.503135035938207
2025-02-17,Monday,Week 7,Month 2,Analytics Platform,Data Engineering,19.4770938,2025-02-17,Monday,Week 7,Month 2,Analytics Platform,Data Engineering,18.46,19.48,1.02,5.5,5.5,1.0170937999999978,5.509717226435525
2025-02-17,Monday,Week 7,Month 2,Analytics Platform,Platform / Cloud Operations,57.1394,2025-02-17,Monday,Week 7,Month 2,Analytics Platform,Platform / Cloud Operations,53.91,57.14,3.23,6.0,6.0,3.2294000000000054,5.990354294194038
2025-02-17,Monday,Week 7,Month 2,Analytics Platform,Product Engineering,160.48603999999997,2025-02-17,Monday,Week 7,Month 2,Analytics Platform,Product Engineering,152.84,160.49,7.64,5.0,5.0,7.646039999999971,5.0026432870976
2025-02-17,Monday,Week 7,Month 2,Customer App,AI Engineering,2.32518,2025-02-17,Monday,Week 7,Month 2,Customer App,AI Engineering,2.21,2.33,0.11,5.0,5.0,0.11518000000000006,5.211764705882356
2025-02-17,Monday,Week 7,Month 2,Customer App,Business Analytics,155.0550336,2025-02-17,Monday,Week 7,Month 2,Customer App,Business Analytics,150.54,155.06,4.52,3.0,3.0,4.5150336000000095,2.99922518931846
2025-02-17,Monday,Week 7,Month 2,Customer App,Data Engineering,77.66734000000001,2025-02-17,Monday,Week 7,Month 2,Customer App,Data Engineering,74.68,77.67,2.99,4.0,4.0,2.987340000000003,4.0001874665238395
2025-02-17,Monday,Week 7,Month 2,Customer App,Platform / Cloud Operations,161.5837,2025-02-17,Monday,Week 7,Month 2,Customer App,Platform / Cloud Operations,154.63,161.58,6.96,4.5,4.5,6.953699999999998,4.496992821574079
2025-02-17,Monday,Week 7,Month 2,Customer App,Product Engineering,37.7217016,2025-02-17,Monday,Week 7,Month 2,Customer App,Product Engineering,36.45,37.72,1.28,3.5,3.5,1.2717016,3.4888932784636486
2025-02-17,Monday,Week 7,Month 2,Innovation Lab Projects,AI Engineering,0.8742741999999999,2025-02-17,Monday,Week 7,Month 2,Innovation Lab Projects,AI Engineering,0.77,0.87,0.1,13.0,13.0,0.10427419999999987,13.54210389610388
2025-02-17,Monday,Week 7,Month 2,Innovation Lab Projects,Business Analytics,7.487901000000001,2025-02-17,Monday,Week 7,Month 2,Innovation Lab Projects,Business Analytics,6.75,7.49,0.74,11.0,11.0,0.7379010000000008,10.931866666666679
2025-02-17,Monday,Week 7,Month 2,Innovation Lab Projects,Data Engineering,1.7434734,2025-02-17,Monday,Week 7,Month 2,Innovation Lab Projects,Data Engineering,1.56,1.74,0.19,12.0,12.0,0.1834734,11.761115384615385
2025-02-17,Monday,Week 7,Month 2,Innovation Lab Projects,Platform / Cloud Operations,11.773700000000002,2025-02-17,Monday,Week 7,Month 2,Innovation Lab Projects,Platform / Cloud Operations,10.47,11.77,1.31,12.5,12.5,1.303700000000001,12.451766953199627
2025-02-17,Monday,Week 7,Month 2,Innovation Lab Projects,Product Engineering,2.7070676000000002,2025-02-17,Monday,Week 7,Month 2,Innovation Lab Projects,Product Engineering,2.43,2.71,0.28,11.5,11.5,0.2770676000000001,11.401958847736628
2025-02-17,Monday,Week 7,Month 2,Internal Data Platform,AI Engineering,168.17759999999998,2025-02-17,Monday,Week 7,Month 2,Internal Data Platform,AI Engineering,155.72,168.18,12.46,8.0,8.0,12.457599999999985,7.99999999999999
2025-02-17,Monday,Week 7,Month 2,Internal Data Platform,Business Analytics,1.2224158,2025-02-17,Monday,Week 7,Month 2,Internal Data Platform,Business Analytics,1.15,1.22,0.07,6.0,6.0,0.07241580000000014,6.297026086956535
2025-02-17,Monday,Week 7,Month 2,Internal Data Platform,Data Engineering,9.26002,2025-02-17,Monday,Week 7,Month 2,Internal Data Platform,Data Engineering,8.65,9.26,0.61,7.0,7.0,0.6100200000000005,7.052254335260121
2025-02-17,Monday,Week 7,Month 2,Internal Data Platform,Platform / Cloud Operations,101.45957,2025-02-17,Monday,Week 7,Month 2,Internal Data Platform,Platform / Cloud Operations,94.38,101.46,7.08,7.5,7.5,7.079570000000004,7.501133714770083
2025-02-17,Monday,Week 7,Month 2,Internal Data Platform,Product Engineering,16.2653,2025-02-17,Monday,Week 7,Month 2,Internal Data Platform,Product Engineering,15.27,16.27,0.99,6.5,6.5,0.9953000000000003,6.518009168303866
2025-02-18,Tuesday,Week 7,Month 2,AI Assistant,AI Engineering,102.2618278,2025-02-18,Tuesday,Week 7,Month 2,AI Assistant,AI Engineering,92.13,102.26,10.13,11.0,11.0,10.13182780000001,10.997316617822655
2025-02-18,Tuesday,Week 7,Month 2,AI Assistant,Business Analytics,2.0796799999999998,2025-02-18,Tuesday,Week 7,Month 2,AI Assistant,Business Analytics,1.91,2.08,0.17,9.0,9.0,0.16967999999999983,8.883769633507844
2025-02-18,Tuesday,Week 7,Month 2,AI Assistant,Data Engineering,22.7912,2025-02-18,Tuesday,Week 7,Month 2,AI Assistant,Data Engineering,20.72,22.79,2.07,10.0,10.0,2.071200000000001,9.996138996139003
2025-02-18,Tuesday,Week 7,Month 2,AI Assistant,Platform / Cloud Operations,21.53274,2025-02-18,Tuesday,Week 7,Month 2,AI Assistant,Platform / Cloud Operations,19.49,21.53,2.05,10.5,10.5,2.042740000000002,10.48096459722936
2025-02-18,Tuesday,Week 7,Month 2,AI Assistant,Product Engineering,26.0675,2025-02-18,Tuesday,Week 7,Month 2,AI Assistant,Product Engineering,23.81,26.07,2.26,9.5,9.5,2.2575000000000003,9.481310373792526
